task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
62	70/473012	450998	TRAIN (human-u_cdr3alpha_epitope_0_3)	COMPLETED	0	2025-08-28 20:22:26.005	1h 10m 45s	1h 10m 33s	93.7%	17.5 MB	3.7 GB	59.7 GB	984.2 MB
46	cf/fd2bf7	195630	TRAIN (human-ch_cdr3alpha_epitope_0_11)	COMPLETED	0	2025-08-28 18:42:21.924	2h 52m 30s	2h 52m 28s	91.3%	17.5 MB	3.7 GB	648.7 GB	1.4 GB
71	93/a23e96	592181	TRAIN (human-ch_cdr3alpha_mhc_0_3)	COMPLETED	0	2025-08-28 21:26:31.863	12m 37s	12m 35s	93.9%	17.4 MB	3.7 GB	10.3 GB	974.1 MB
70	34/a4c1c3	560639	TRAIN (human-ch_cdr3alpha_mhc_0_7)	COMPLETED	0	2025-08-28 21:11:22.218	32m 5s	32m 3s	94.6%	17.6 MB	3.7 GB	82.9 GB	1 GB
75	b7/03a476	624669	TRAIN (human-ch_cdr3alpha_mhc_0_4)	COMPLETED	0	2025-08-28 21:39:08.732	18m 34s	18m 33s	93.6%	17.5 MB	3.7 GB	22.8 GB	994.2 MB
63	1a/3a7a99	454894	TRAIN (human-u_cdr3alpha_epitope_0_4)	COMPLETED	0	2025-08-28 20:23:23.649	1h 38m 5s	1h 38m 3s	93.7%	17.9 MB	3.7 GB	123.2 GB	1009 MB
72	cf/02778a	604024	TRAIN (human-ch_cdr3alpha_mhc_0_10)	COMPLETED	0	2025-08-28 21:32:43.176	43m 36s	43m 35s	94.1%	17.5 MB	3.7 GB	166.4 GB	1.2 GB
74	e5/fb7956	611281	TRAIN (human-ch_cdr3alpha_mhc_0_11)	COMPLETED	0	2025-08-28 21:34:51.731	47m 59s	47m 57s	94.3%	17.4 MB	3.7 GB	200.7 GB	1.3 GB
59	d5/f29a2e	422845	TRAIN (human-u_cdr3alpha_epitope_0_7)	COMPLETED	0	2025-08-28 20:08:56.654	2h 15m 22s	2h 15m 20s	94.2%	17.4 MB	3.7 GB	334.4 GB	1.1 GB
65	c7/37957e	488358	TRAIN (human-u_cdr3alpha_epitope_0_5)	COMPLETED	0	2025-08-28 20:37:44.851	1h 52m 47s	1h 52m 46s	94.4%	17.5 MB	3.7 GB	189.4 GB	1 GB
78	2e/46ba21	673898	TRAIN (human-ch_cdr3alpha_mhc_0_6)	COMPLETED	0	2025-08-28 22:01:29.170	29m 5s	29m 3s	96.0%	17.2 MB	3.7 GB	59.4 GB	1 GB
77	5d/c35cb0	666514	TRAIN (human-ch_cdr3alpha_mhc_0_8)	COMPLETED	0	2025-08-28 21:57:43.067	36m 6s	36m 5s	96.3%	17.8 MB	3.7 GB	107.3 GB	1.1 GB
66	66/ec26dd	512968	TRAIN (human-u_cdr3alpha_epitope_0_6)	COMPLETED	0	2025-08-28 20:49:13.453	1h 57m 30s	1h 57m 28s	95.6%	17.3 MB	3.7 GB	256.9 GB	1 GB
79	a4/55cc11	701961	TRAIN (human-ch_cdr3alpha_mhc_0_9)	COMPLETED	0	2025-08-28 22:16:19.537	32m 54s	32m 53s	99.1%	18 MB	3.7 GB	136 GB	1.1 GB
80	8e/ef9f3a	714342	TRAIN (human-ch_cdr3alpha_mhc_0_12)	COMPLETED	0	2025-08-28 22:22:50.990	37m 31s	37m 29s	100.4%	17.2 MB	3.7 GB	240 GB	1.4 GB
67	61/b13baf	537321	TRAIN (human-u_cdr3alpha_epitope_0_8)	COMPLETED	0	2025-08-28 21:01:46.370	2h 3m 53s	2h 3m 51s	96.5%	17.2 MB	3.7 GB	410.6 GB	1.1 GB
64	07/bb6c73	499136	TRAIN (human-u_cdr3alpha_epitope_0_11)	COMPLETED	0	2025-08-28 20:43:16.736	2h 26m 15s	2h 26m 14s	96.2%	17.4 MB	3.7 GB	667.7 GB	1.4 GB
68	9a/37b364	546457	TRAIN (human-u_cdr3alpha_epitope_0_10)	COMPLETED	0	2025-08-28 21:06:28.945	2h 9m 17s	2h 9m 15s	97.1%	17.2 MB	3.7 GB	575.2 GB	1.3 GB
73	60/d2f722	605815	TRAIN (human-u_cdr3alpha_epitope_0_9)	COMPLETED	0	2025-08-28 21:33:10.822	1h 52m 59s	1h 52m 57s	97.6%	17.1 MB	3.7 GB	492.5 GB	1.2 GB
76	6c/1b857f	638618	TRAIN (human-u_cdr3alpha_epitope_0_12)	COMPLETED	0	2025-08-28 21:43:27.372	1h 57m 56s	1h 57m 55s	98.4%	17.5 MB	3.7 GB	757.9 GB	1.5 GB
