task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
53	66/9ddc98	775598	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_12)	CACHED	0	2025-08-29 01:16:57.875	227ms	13ms	26.7%	0	0	113.1 KB	387 B
51	f3/9792c7	776673	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_10)	CACHED	0	2025-08-29 01:16:58.763	240ms	35ms	33.8%	0	0	117.2 KB	387 B
50	d2/be2c09	775640	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_9)	CACHED	0	2025-08-29 01:16:57.889	308ms	12ms	52.9%	0	0	111.1 KB	385 B
48	c9/9dc894	776416	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_7)	CACHED	0	2025-08-29 01:16:58.463	280ms	13ms	37.5%	0	0	117.2 KB	385 B
52	a5/51c339	775558	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_11)	CACHED	0	2025-08-29 01:16:57.861	235ms	11ms	20.3%	0	0	117.2 KB	387 B
49	c4/f827d8	776624	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_8)	CACHED	0	2025-08-29 01:16:58.697	163ms	16ms	40.7%	0	0	115.1 KB	385 B
46	1a/bddd6b	776762	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_5)	CACHED	0	2025-08-29 01:16:58.865	200ms	7ms	57.1%	0	0	117.2 KB	385 B
21	b0/b3d0b3	831278	TRAIN (human-ch_cdr3beta_mhc_0_3)	COMPLETED	0	2025-08-29 11:06:06.145	48m 3s	38m	86.2%	17.1 MB	3.7 GB	28.5 GB	1000 MB
36	ef/381b99	831339	TRAIN (human-u_cdr3beta_mhc_0_3)	COMPLETED	0	2025-08-29 11:06:06.209	48m 33s	37m 3s	89.6%	17.4 MB	3.7 GB	29.3 GB	1001 MB
16	07/d4502c	831291	TRAIN (human-u_cdr3beta_mhc_0_4)	COMPLETED	0	2025-08-29 11:06:06.159	1h 8m 34s	57m 4s	91.2%	17.6 MB	3.7 GB	69.2 GB	1 GB
19	7d/3f430f	831301	TRAIN (human-ch_cdr3beta_mhc_0_4)	COMPLETED	0	2025-08-29 11:06:06.167	1h 8m 46s	58m 9s	89.8%	17.5 MB	3.7 GB	67.5 GB	1 GB
14	7c/6c513b	831252	TRAIN (human-ch_cdr3beta_mhc_0_5)	COMPLETED	0	2025-08-29 11:06:06.121	1h 19m 44s	1h 9m 41s	90.1%	17.5 MB	3.7 GB	111.7 GB	1.1 GB
25	b0/58ba81	831356	TRAIN (human-ch_cdr3beta_mhc_0_6)	COMPLETED	0	2025-08-29 11:06:06.235	1h 29m 50s	1h 18m 15s	92.5%	17.3 MB	3.7 GB	160.7 GB	1.1 GB
35	5f/a07893	831367	TRAIN (human-ch_cdr3beta_mhc_0_7)	COMPLETED	0	2025-08-29 11:06:06.252	1h 40m 35s	1h 27m 20s	94.9%	17.5 MB	3.7 GB	219.8 GB	1.2 GB
22	33/a07977	831265	TRAIN (human-ch_cdr3beta_mhc_0_8)	COMPLETED	0	2025-08-29 11:06:06.137	1h 50m 31s	1h 38m 55s	93.4%	17.4 MB	3.7 GB	287.6 GB	1.2 GB
15	6e/05feca	831314	TRAIN (human-ch_cdr3beta_mhc_0_9)	COMPLETED	0	2025-08-29 11:06:06.177	2h 51s	1h 50m 49s	92.6%	17.3 MB	3.7 GB	363.9 GB	1.3 GB
27	4c/22122d	831381	TRAIN (human-ch_cdr3beta_mhc_0_10)	COMPLETED	0	2025-08-29 11:06:06.276	2h 10m 58s	2h 55s	93.0%	17.7 MB	3.7 GB	448.8 GB	1.5 GB
55	20/41cc1b	984684	TRAIN (human-u_cdr3beta_mhc_0_5)	COMPLETED	0	2025-08-29 12:14:52.413	1h 9m 18s	1h 9m 16s	96.3%	17.6 MB	3.7 GB	115.7 GB	1.1 GB
23	dd/bbc618	831327	TRAIN (human-ch_cdr3beta_mhc_0_11)	COMPLETED	0	2025-08-29 11:06:06.189	2h 22m 39s	2h 11m	94.0%	17.4 MB	3.7 GB	544.3 GB	1.7 GB
54	68/c9ed9e	946020	TRAIN (human-u_cdr3beta_mhc_0_8)	COMPLETED	0	2025-08-29 11:54:09.414	1h 39m 43s	1h 39m 40s	95.1%	17.7 MB	3.7 GB	299.1 GB	1.2 GB
37	a6/028ea7	983729	TRAIN (human-u_cdr3beta_mhc_0_6)	COMPLETED	0	2025-08-29 12:14:40.513	1h 19m 15s	1h 19m 12s	95.7%	17.9 MB	3.7 GB	166.7 GB	1.1 GB
34	4c/5ed01d	831397	TRAIN (human-ch_cdr3beta_mhc_0_12)	COMPLETED	0	2025-08-29 11:06:06.304	2h 33m 39s	2h 23m 36s	92.8%	18 MB	3.7 GB	646.1 GB	1.9 GB
56	5c/2ce8b1	1027703	TRAIN (human-u_cdr3beta_mhc_0_7)	COMPLETED	0	2025-08-29 12:35:56.233	1h 27m 23s	1h 27m 21s	94.6%	18.1 MB	3.7 GB	228.4 GB	1.2 GB
57	f8/37ac07	947625	TRAIN (human-u_cdr3beta_mhc_0_11)	COMPLETED	0	2025-08-29 11:54:39.136	2h 10m 51s	2h 10m 49s	94.7%	18 MB	3.7 GB	567.9 GB	1.7 GB
58	54/da6893	1046905	TRAIN (human-u_cdr3beta_mhc_0_9)	COMPLETED	0	2025-08-29 12:46:41.504	1h 48m 33s	1h 48m 31s	93.4%	18 MB	3.7 GB	379 GB	1.4 GB
63	0b/b499ad	1138850	TRAIN (human-u_cdr3beta_mhc_0_12)	COMPLETED	0	2025-08-29 13:33:55.848	2h 23m 57s	2h 23m 55s	93.9%	17.5 MB	3.7 GB	674.6 GB	2 GB
69	9c/813d13	1195132	TRAIN (human-u_cdr3beta_mhc_0_10)	COMPLETED	0	2025-08-29 14:03:19.379	2h 1m 20s	2h 1m 18s	93.9%	17.3 MB	3.7 GB	467.8 GB	1.5 GB
64	ba/179c32	1083987	TRAIN (human-u_cdr3beta_epitope_0_3)	COMPLETED	0	2025-08-29 13:06:57.375	6h 11m 15s	6h 11m 13s	95.1%	18.1 MB	3.7 GB	326.1 GB	1 GB
60	21/5e5bad	1065273	TRAIN (human-u_cdr3beta_epitope_0_6)	COMPLETED	0	2025-08-29 12:56:37.437	6h 51m 31s	6h 51m 29s	95.2%	17.2 MB	3.7 GB	820 GB	1.2 GB
73	f6/76ccaf	1199856	TRAIN (human-ch_cdr3beta_epitope_0_6)	COMPLETED	0	2025-08-29 14:05:30.214	5h 44m 53s	5h 44m 49s	95.4%	17.6 MB	3.7 GB	645.8 GB	1.2 GB
72	e1/54fafd	1681436	TRAIN (human-ch_cdr3beta_epitope_0_4)	FAILED	1	2025-08-29 19:50:23.245	2.8s	2.7s	-	-	-	-	-
78	10/0901b0	-	TRAIN (human-ch_cdr3beta_epitope_0_11)	FAILED	-	-	-	-	-	-	-	-	-
62	0b/486327	1009191	TRAIN (human-u_cdr3beta_epitope_0_7)	ABORTED	-	2025-08-29 12:25:49.746	-	-	-	-	-	-	-
67	a6/dce8f4	1102628	TRAIN (human-u_cdr3beta_epitope_0_10)	ABORTED	-	2025-08-29 13:17:04.152	-	-	-	-	-	-	-
59	68/a94991	1115999	TRAIN (human-u_cdr3beta_epitope_0_4)	ABORTED	-	2025-08-29 13:24:10.322	-	-	-	-	-	-	-
61	ec/681017	1126117	TRAIN (human-u_cdr3beta_epitope_0_11)	ABORTED	-	2025-08-29 13:28:45.124	-	-	-	-	-	-	-
65	8e/d786cd	1138403	TRAIN (human-u_cdr3beta_epitope_0_9)	ABORTED	-	2025-08-29 13:33:52.140	-	-	-	-	-	-	-
66	d6/c70de1	1155459	TRAIN (human-u_cdr3beta_epitope_0_8)	ABORTED	-	2025-08-29 13:39:44.981	-	-	-	-	-	-	-
68	3c/23cd38	1247826	TRAIN (human-u_cdr3beta_epitope_0_5)	ABORTED	-	2025-08-29 14:35:14.506	-	-	-	-	-	-	-
71	85/53e485	1360976	TRAIN (human-ch_cdr3beta_epitope_0_3)	ABORTED	-	2025-08-29 15:57:52.558	-	-	-	-	-	-	-
70	a3/ca20be	1373679	TRAIN (human-u_cdr3beta_epitope_0_12)	ABORTED	-	2025-08-29 16:04:39.202	-	-	-	-	-	-	-
74	4a/a5c2f3	1632555	TRAIN (human-ch_cdr3beta_epitope_0_12)	ABORTED	-	2025-08-29 19:18:12.571	-	-	-	-	-	-	-
79	28/a8f5eb	1676858	TRAIN (human-ch_cdr3beta_epitope_0_8)	ABORTED	-	2025-08-29 19:48:08.459	-	-	-	-	-	-	-
