task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	49/286802	1702798	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_5)	COMPLETED	0	2025-08-29 21:44:08.269	111ms	5ms	109.1%	0	0	117.2 KB	379 B
6	fb/9f8373	1702776	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_8)	COMPLETED	0	2025-08-29 21:44:08.255	95ms	3ms	109.1%	0	0	115.2 KB	391 B
5	84/3e132b	1702820	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_7)	COMPLETED	0	2025-08-29 21:44:08.275	124ms	8ms	42.9%	0	0	117.2 KB	378 B
8	f8/b53073	1702884	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_10)	COMPLETED	0	2025-08-29 21:44:08.291	175ms	9ms	77.4%	0	0	117.2 KB	380 B
2	c1/ec6cee	1702858	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_4)	COMPLETED	0	2025-08-29 21:44:08.283	157ms	5ms	88.9%	0	0	115.2 KB	378 B
4	c1/4356eb	1702962	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_6)	COMPLETED	0	2025-08-29 21:44:08.311	196ms	22ms	35.3%	0	0	115.2 KB	378 B
7	77/430c56	1703013	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_9)	COMPLETED	0	2025-08-29 21:44:08.322	191ms	7ms	70.6%	0	0	117.2 KB	378 B
12	2a/ada762	1703185	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_4)	COMPLETED	0	2025-08-29 21:44:08.356	163ms	9ms	47.1%	0	0	115.2 KB	384 B
11	e5/1a0a68	1703139	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_3)	COMPLETED	0	2025-08-29 21:44:08.345	170ms	15ms	54.5%	0	0	115.2 KB	384 B
9	56/d7ebd1	1702917	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_11)	COMPLETED	0	2025-08-29 21:44:08.300	243ms	14ms	55.8%	0	0	115.2 KB	380 B
19	1b/a8da84	1703278	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_11)	COMPLETED	0	2025-08-29 21:44:08.370	194ms	14ms	52.2%	0	0	115.2 KB	386 B
1	f9/f66dcd	1703323	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_3)	COMPLETED	0	2025-08-29 21:44:08.381	183ms	8ms	50.0%	0	0	115.2 KB	378 B
20	9c/dd4cd5	1703354	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_12)	COMPLETED	0	2025-08-29 21:44:08.390	174ms	11ms	61.5%	0	0	117.2 KB	386 B
10	f7/c278ae	1703082	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_mhc_0_12)	COMPLETED	0	2025-08-29 21:44:08.335	228ms	14ms	54.5%	0	0	115.2 KB	380 B
14	fc/e8509c	1703431	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_6)	COMPLETED	0	2025-08-29 21:44:08.412	188ms	15ms	50.0%	0	0	115.2 KB	384 B
15	aa/fc9294	1703972	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_7)	COMPLETED	0	2025-08-29 21:44:08.542	149ms	12ms	26.1%	0	0	113.2 KB	384 B
16	13/e66529	1703995	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_8)	COMPLETED	0	2025-08-29 21:44:08.548	152ms	5ms	82.8%	0	0	113.2 KB	384 B
18	46/c503f9	1704064	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_10)	COMPLETED	0	2025-08-29 21:44:08.568	162ms	10ms	57.1%	0	0	115.2 KB	386 B
25	c9/9dc894	1704088	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_7)	COMPLETED	0	2025-08-29 21:44:08.579	157ms	5ms	70.6%	0	0	117.2 KB	386 B
17	bc/d6b1fa	1704045	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_9)	COMPLETED	0	2025-08-29 21:44:08.561	182ms	9ms	60.0%	0	0	115.2 KB	384 B
13	60/470f27	1703924	GENERATE_TRAIN_CONFIG (human-u_cdr3beta_epitope_0_5)	COMPLETED	0	2025-08-29 21:44:08.520	209ms	9ms	60.0%	0	0	115.2 KB	384 B
21	d3/15ed98	1704149	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_3)	COMPLETED	0	2025-08-29 21:44:08.595	182ms	10ms	30.0%	0	0	117.2 KB	386 B
23	1a/bddd6b	1704207	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_5)	COMPLETED	0	2025-08-29 21:44:08.607	181ms	10ms	60.0%	0	0	115.2 KB	386 B
22	9a/f37994	1704241	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_4)	COMPLETED	0	2025-08-29 21:44:08.619	185ms	9ms	51.1%	0	0	115.2 KB	386 B
28	f3/9792c7	1704457	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_10)	COMPLETED	0	2025-08-29 21:44:08.665	159ms	9ms	0.0%	0	0	115.2 KB	386 B
24	96/52ca87	1704391	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_6)	COMPLETED	0	2025-08-29 21:44:08.644	202ms	11ms	21.4%	0	0	115.2 KB	386 B
27	d2/be2c09	1704423	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_9)	COMPLETED	0	2025-08-29 21:44:08.658	216ms	10ms	57.1%	0	0	115.2 KB	386 B
29	a5/51c339	1704686	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_11)	COMPLETED	0	2025-08-29 21:44:08.709	198ms	5ms	53.3%	0	0	117.2 KB	388 B
26	c4/f827d8	1704765	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_8)	COMPLETED	0	2025-08-29 21:44:08.728	217ms	12ms	52.2%	0	0	117.2 KB	386 B
30	66/9ddc98	1705142	GENERATE_TRAIN_CONFIG (human-ch_cdr3beta_epitope_0_12)	COMPLETED	0	2025-08-29 21:44:08.843	257ms	23ms	45.6%	0	0	115.2 KB	388 B
32	56/8554d2	1704894	TRAIN (human-ch_cdr3beta_mhc_0_8)	ABORTED	-	2025-08-29 21:44:08.765	-	-	-	-	-	-	-
37	fb/e6d61b	1704928	TRAIN (human-ch_cdr3beta_mhc_0_9)	ABORTED	-	2025-08-29 21:44:08.774	-	-	-	-	-	-	-
35	3d/3cebd7	1704958	TRAIN (human-ch_cdr3beta_mhc_0_10)	ABORTED	-	2025-08-29 21:44:08.782	-	-	-	-	-	-	-
33	9c/558f24	1704992	TRAIN (human-ch_cdr3beta_mhc_0_7)	ABORTED	-	2025-08-29 21:44:08.791	-	-	-	-	-	-	-
38	cb/9661e6	1705028	TRAIN (human-u_cdr3beta_epitope_0_3)	ABORTED	-	2025-08-29 21:44:08.799	-	-	-	-	-	-	-
44	76/72b0c5	1705057	TRAIN (human-u_cdr3beta_epitope_0_12)	ABORTED	-	2025-08-29 21:44:08.809	-	-	-	-	-	-	-
41	10/bbb824	1705075	TRAIN (human-u_cdr3beta_epitope_0_11)	ABORTED	-	2025-08-29 21:44:08.816	-	-	-	-	-	-	-
34	f8/d746aa	1705162	TRAIN (human-ch_cdr3beta_mhc_0_4)	ABORTED	-	2025-08-29 21:44:08.863	-	-	-	-	-	-	-
39	43/776f8c	1705217	TRAIN (human-u_cdr3beta_epitope_0_4)	ABORTED	-	2025-08-29 21:44:08.899	-	-	-	-	-	-	-
31	33/dbfac7	1705248	TRAIN (human-ch_cdr3beta_mhc_0_5)	ABORTED	-	2025-08-29 21:44:08.921	-	-	-	-	-	-	-
36	a5/636ef0	1705279	TRAIN (human-ch_cdr3beta_mhc_0_6)	ABORTED	-	2025-08-29 21:44:08.957	-	-	-	-	-	-	-
40	dd/dd29c1	1705333	TRAIN (human-ch_cdr3beta_mhc_0_11)	ABORTED	-	2025-08-29 21:44:09.124	-	-	-	-	-	-	-
