task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
133	4d/da02a5	121116	TRAIN (mouse-ch_cdr3alpha_epitope_0_5)	COMPLETED	0	2025-08-28 18:20:13.816	1m 50s	1m 47s	55.2%	17.4 MB	3.7 GB	2.4 GB	954.9 MB
136	99/58bb88	121266	TRAIN (mouse-ch_cdr3alpha_epitope_0_6)	COMPLETED	0	2025-08-28 18:20:14.562	2m 9s	1m 54s	59.2%	17.4 MB	3.7 GB	3.2 GB	956.4 MB
135	05/7910f0	121938	TRAIN (mouse-ch_cdr3alpha_epitope_0_7)	COMPLETED	0	2025-08-28 18:20:15.515	2m 12s	2m 6s	63.2%	17.7 MB	3.7 GB	4.1 GB	959.1 MB
140	75/57e37e	132627	TRAIN (mouse-u_cdr3alpha_mhc_0_5)	COMPLETED	0	2025-08-28 18:21:21.467	1m 7s	1m 4s	66.8%	17.3 MB	3.7 GB	2 GB	954.2 MB
129	87/3da580	111133	TRAIN (mouse-ch_cdr3beta_mhc_0_10)	COMPLETED	0	2025-08-28 18:19:13.702	3m 15s	3m 13s	78.8%	17.6 MB	3.7 GB	13 GB	986.4 MB
137	87/cd0160	127691	TRAIN (mouse-ch_cdr3alpha_epitope_0_9)	COMPLETED	0	2025-08-28 18:20:49.858	2m 28s	2m 9s	73.6%	17.4 MB	3.7 GB	6.6 GB	966.4 MB
141	82/844eaa	133625	TRAIN (mouse-u_cdr3alpha_mhc_0_10)	COMPLETED	0	2025-08-28 18:21:24.333	1m 53s	1m 42s	77.3%	17.5 MB	3.7 GB	6.7 GB	969.4 MB
142	61/6fa3c1	139841	TRAIN (mouse-u_cdr3alpha_mhc_0_3)	COMPLETED	0	2025-08-28 18:22:02.653	1m 20s	48.2s	16.9%	17.2 MB	3.7 GB	866 MB	950.7 MB
143	8c/6a6eb8	140137	TRAIN (mouse-u_cdr3alpha_mhc_0_4)	COMPLETED	0	2025-08-28 18:22:03.851	1m 24s	55.2s	64.8%	17.3 MB	3.7 GB	1.5 GB	953.3 MB
130	e5/eb17fd	115679	TRAIN (mouse-ch_cdr3beta_mhc_0_12)	COMPLETED	0	2025-08-28 18:19:42.094	3m 45s	3m 32s	82.5%	17.3 MB	3.7 GB	19.2 GB	1011.7 MB
138	54/25afdf	132529	TRAIN (mouse-ch_cdr3alpha_epitope_0_11)	COMPLETED	0	2025-08-28 18:21:20.954	2m 8s	2m 3s	81.0%	17.4 MB	3.7 GB	9.6 GB	977.7 MB
139	d2/223caa	127724	TRAIN (mouse-ch_cdr3alpha_epitope_0_10)	COMPLETED	0	2025-08-28 18:20:50.276	2m 39s	2m 10s	74.0%	17.3 MB	3.7 GB	8 GB	971.8 MB
134	e2/352b67	121258	TRAIN (mouse-ch_cdr3beta_mhc_0_11)	COMPLETED	0	2025-08-28 18:20:14.553	4m 18s	3m 30s	75.7%	17.3 MB	3.7 GB	15.9 GB	998 MB
147	e4/8915ff	144682	TRAIN (mouse-u_cdr3alpha_mhc_0_9)	COMPLETED	0	2025-08-28 18:22:28.809	2m 10s	1m 43s	50.7%	17.5 MB	3.7 GB	5.4 GB	964.6 MB
146	5c/76f29d	144381	TRAIN (mouse-u_cdr3alpha_mhc_0_6)	COMPLETED	0	2025-08-28 18:22:28.226	2m 12s	1m 27s	44.5%	17.5 MB	3.7 GB	2.6 GB	955.7 MB
145	d3/a007bd	143628	TRAIN (mouse-ch_cdr3alpha_epitope_0_12)	COMPLETED	0	2025-08-28 18:22:23.949	2m 19s	2m 12s	61.8%	17.4 MB	3.7 GB	11.3 GB	984.6 MB
144	d4/ef4f11	144008	TRAIN (mouse-u_cdr3beta_epitope_0_4)	COMPLETED	0	2025-08-28 18:22:27.552	2m 57s	2m 43s	67.1%	17.6 MB	3.7 GB	4.2 GB	956.3 MB
150	bb/8dd04a	152635	TRAIN (mouse-u_cdr3alpha_mhc_0_7)	COMPLETED	0	2025-08-28 18:23:22.191	2m 3s	1m 52s	44.3%	17.6 MB	3.7 GB	3.4 GB	957.8 MB
149	46/c69962	152079	TRAIN (mouse-u_cdr3alpha_mhc_0_11)	COMPLETED	0	2025-08-28 18:23:17.710	2m 38s	2m 3s	57.9%	16.7 MB	3.7 GB	8.1 GB	975.1 MB
148	44/eda3ca	152020	TRAIN (mouse-u_cdr3alpha_mhc_0_8)	COMPLETED	0	2025-08-28 18:23:17.527	2m 39s	2m 3s	46.1%	18 MB	3.7 GB	4.4 GB	960.8 MB
151	81/ec6c3a	153041	TRAIN (mouse-u_cdr3alpha_mhc_0_12)	COMPLETED	0	2025-08-28 18:23:27.435	2m 40s	2m 34s	54.9%	17.2 MB	3.7 GB	9.7 GB	981.7 MB
152	26/ec4e5d	153052	TRAIN (mouse-u_cdr3beta_epitope_0_3)	COMPLETED	0	2025-08-28 18:23:27.449	2m 55s	2m 51s	59.7%	17.2 MB	3.7 GB	2.5 GB	954 MB
153	5a/11d3ed	153457	TRAIN (mouse-u_cdr3beta_epitope_0_5)	COMPLETED	0	2025-08-28 18:23:29.531	3m 39s	3m 36s	67.1%	17.2 MB	3.7 GB	6.3 GB	959 MB
154	05/f3c2c1	153388	TRAIN (mouse-u_cdr3beta_epitope_0_6)	COMPLETED	0	2025-08-28 18:23:29.355	4m 7s	4m 4s	71.1%	17.2 MB	3.7 GB	8.7 GB	962.3 MB
155	18/2a12d9	164022	TRAIN (mouse-u_cdr3beta_epitope_0_7)	COMPLETED	0	2025-08-28 18:24:32.547	4m 8s	3m 57s	81.8%	17.4 MB	3.7 GB	11.7 GB	966.8 MB
156	77/2ea14f	164968	TRAIN (mouse-u_cdr3beta_epitope_0_8)	COMPLETED	0	2025-08-28 18:24:40.471	4m 5s	4m 2s	79.4%	17.1 MB	3.7 GB	14.9 GB	973 MB
157	33/f9e96a	164811	TRAIN (mouse-u_cdr3beta_epitope_0_9)	COMPLETED	0	2025-08-28 18:24:39.049	4m 21s	4m 16s	82.5%	17.3 MB	3.7 GB	18.4 GB	981.5 MB
158	1c/9cc2ea	165647	TRAIN (mouse-u_cdr3beta_epitope_0_12)	COMPLETED	0	2025-08-28 18:24:43.347	4m 58s	4m 57s	84.3%	16.9 MB	3.7 GB	31.4 GB	1020.7 MB
159	71/4a8fe4	172794	TRAIN (mouse-u_cdr3beta_epitope_0_10)	COMPLETED	0	2025-08-28 18:25:24.544	4m 21s	4m 20s	89.7%	17.1 MB	3.7 GB	22.4 GB	992.3 MB
160	f0/5b854f	173042	TRAIN (mouse-u_cdr3beta_epitope_0_11)	COMPLETED	0	2025-08-28 18:25:25.160	4m 26s	4m 25s	89.9%	17.8 MB	3.7 GB	26.7 GB	1005.4 MB
